county,fips,year,population,total_cases,poor_or_fair_health_raw_value,mean_temp_f,mean_humidity_percent,unemployment_raw_value,gdp,children_in_poverty_raw_value,uninsured_raw_value
PUTNAM,36079,2014,99607,220,0.063,37.18074074,69.67078189,0.0672306405,3752368,0.064,0.0917833921
PUTNAM,36079,2015,99645,236,0.063,37.5562963,69.28395062,0.0583800973,3703727,0.067,0.0937354933
PUTNAM,36079,2016,99487,452,0.103,42.85680328,68.99180328,0.0488217836,3840482,0.07,0.0906238022
PUTNAM,36079,2017,99042,660,0.1091831572,41.627407410000004,71.50617284,0.0433960033,3853137,0.065,0.0729964759
PUTNAM,36079,2018,98900,400,0.1138392841,40.66074074,72.43621399,0.0398509061,3895108,0.064,0.0550903269
PUTNAM,36079,2019,99323,494,0.1138392841,40.28592593,72,0.0425262502,3903616,0.059,0.0480957298
PUTNAM,36079,2020,98892,144,0.1198060452,41.43377049,71.48360656,0.0369188607,3734117,0.066,0.0491064359
PUTNAM,36079,2021,98320,1523,0.1336695379,41.74962963,70.9382716,0.0369705251,3955845,0.056,0.0422754195
PUTNAM,36079,2022,98532,3125,0.142,42.15777778,71.06584362,0.0755805827,3952496,0.056,0.0420106242
QUEENS,36081,2012,2306712,3372,0.189,48.20737705,69.85245902,0.085,88252700,0.22,0.188
QUEENS,36081,2013,2247848,3884,0.178,44.47925926,70.55144033,0.081,90286458,0.218,0.207
QUEENS,36081,2014,2272771,3009,0.177,42.10222222,68.781893,0.0829825579,92912911,0.235,0.2035377389
QUEENS,36081,2015,2296175,4973,0.177,42.2237037,68.8436214,0.0775487654,95725972,0.216,0.1922446462
QUEENS,36081,2016,2321580,6194,0.175,47.02778689,69.92622951,0.063806336,96815409,0.21,0.1916433119
QUEENS,36081,2017,2339150,13511,0.1734158946,45.65185185,69.95884774,0.049819706,98123455,0.196,0.1586393591
QUEENS,36081,2018,2333054,11110,0.184805006,44.63111111,70.07407407,0.045260147,105431556,0.182,0.12944334
QUEENS,36081,2019,2358582,20539,0.184805006,44.26148148,70.15226337,0.039710424,105734487,0.163,0.1133944327
QUEENS,36081,2020,2278906,393,0.1851035865,45.29713115,70.01229508,0.035936243,96481560,0.152,0.1019114436
QUEENS,36081,2021,2253858,9864,0.1858562509,45.27481481,69.8436214,0.034580572,99833416,0.144,0.1005858703
QUEENS,36081,2022,2225821,36397,0.209,45.87407407,69.6090535,0.1253238357,104179401,0.13,0.102656002
RENSSELAER,36083,2012,155541,241,0.144,40.72704918,70.11885246,0.078,6524007,0.196,0.097
RENSSELAER,36083,2013,159395,226,0.164,36.58740741,71.48971193,0.075,6460509,0.187,0.108
RENSSELAER,36083,2014,159835,356,0.165,33.69703704,69.74485597,0.0787367142,6655845,0.167,0.0975640929
RENSSELAER,36083,2015,159918,284,0.165,33.9837037,69.51851852,0.0675765848,6983819,0.207,0.0914588458
RENSSELAER,36083,2016,159774,386,0.121,39.46409836,68.61065574,0.0534262201,7319471,0.2,0.0842981242
RENSSELAER,36083,2017,160266,781,0.1199242472,37.99259259,72.44032922,0.0473134839,8028270,0.182,0.0665336757
RENSSELAER,36083,2018,160070,621,0.142048274,36.68666667,72.80246914,0.0425268778,7764612,0.176,0.0519412021
RENSSELAER,36083,2019,159722,714,0.142048274,35.56740741,73.68312757,0.0445932642,8828338,0.154,0.0486822278
RENSSELAER,36083,2020,159442,54,0.1501720205,37.45680328,71.19262295,0.0389144276,9573597,0.155,0.0453499988
RENSSELAER,36083,2021,158714,462,0.1488981093,38.16444444,71.23045267,0.0377239823,11219860,0.151,0.0424387655
RENSSELAER,36083,2022,158108,2051,0.154,38.15481481,71.40329218,0.0698062999,11354254,0.143,0.0421488908
RICHMOND,36085,2012,491730,434,0.139,48.10778689,69.56557377,0.087,14815045,0.172,0.099
RICHMOND,36085,2013,470467,659,0.125,44.35481481,70.17695473,0.082,15187466,0.185,0.097
RICHMOND,36085,2014,470728,409,0.115,41.72518519,68.93004115,0.0849341191,15293141,0.164,0.0968735378
RICHMOND,36085,2015,472621,728,0.115,42.14074074,68.218107,0.0779643064,15503633,0.19,0.0987788392
RICHMOND,36085,2016,473279,778,0.132,46.98278689,69.41803279,0.0724209998,15629274,0.209,0.1018911511
RICHMOND,36085,2017,474558,2258,0.1410340191,45.96592593,70.23868313,0.0575794594,15913484,0.183,0.0791522437
RICHMOND,36085,2018,476015,1731,0.1772890061,45.55185185,69.72016461,0.052361113,16937194,0.186,0.0642485129
RICHMOND,36085,2019,479458,2134,0.1772890061,45.29333333,70.22222222,0.0459008302,16770929,0.168,0.0543075093
RICHMOND,36085,2020,476179,106,0.1542136589,46.08721311,69.98360656,0.0413015987,16731039,0.152,0.0493528375
RICHMOND,36085,2021,476143,2788,0.1679300047,46.05925926,70.05349794,0.038615682899999997,17112965,0.139,0.0530720833
RICHMOND,36085,2022,475327,6440,0.184,46.72740741,69.69958848,0.106394269,17411156,0.15,0.0494016678
ROCKLAND,36087,2012,300173,266,0.143,45.59959016,70.49590164,0.071,20744349,0.183,0.106
ROCKLAND,36087,2013,315158,269,0.116,41.54814815,71.63786008,0.065,19505576,0.234,0.122
ROCKLAND,36087,2014,317757,421,0.119,38.95259259,69.58847737,0.0689580424,19456522,0.261,0.1168130931
ROCKLAND,36087,2015,320903,378,0.119,39.27037037,69.38271605,0.0592741628,20078244,0.246,0.1080255091
ROCKLAND,36087,2016,323866,745,0.131,44.54909836,69.34836066,0.051203277,19153297,0.255,0.1126097553
ROCKLAND,36087,2017,326037,1414,0.14568805,43.30518519,70.61728395,0.0459082361,17685761,0.23,0.0887645664
ROCKLAND,36087,2018,326780,1452,0.1408907799,42.4837037,69.71604938,0.0416945505,17338779,0.254,0.0750406397
ROCKLAND,36087,2019,328868,2544,0.1408907799,42.04740741,70.30864198,0.0439330002,17469672,0.218,0.0650641519
ROCKLAND,36087,2020,325695,39,0.1725121554,43.14672131,69.72131148,0.037336109,17274566,0.232,0.0596700098
ROCKLAND,36087,2021,325789,6072,0.1624403041,43.46296296,68.81069959,0.0356358342,18793647,0.216,0.0534908954
ROCKLAND,36087,2022,326225,11977,0.17,44.0562963,68.7037037,0.080809402,18463165,0.25,0.0560480591
SARATOGA,36091,2012,220069,739,0.116,41.86385246,71.68032787,0.068,10304665,0.084,0.092
SARATOGA,36091,2013,220882,652,0.124,37.97407407,71.76131687,0.066,10514216,0.09,0.092
SARATOGA,36091,2014,222133,1142,0.121,34.58888889,71.218107,0.0697229125,10470057,0.089,0.0802376775
SARATOGA,36091,2015,223865,717,0.121,35.20592593,69.83539095,0.0591224371,10976368,0.097,0.0732424557
SARATOGA,36091,2016,224921,1041,0.098,40.5942623,69.17213115,0.0464804334,11236794,0.096,0.072389198
SARATOGA,36091,2017,226249,2163,0.097593204,38.93259259,73.39917695,0.042117333,11692407,0.085,0.0542101672
SARATOGA,36091,2018,227053,1733,0.1116044639,37.24444444,72.8600823,0.0379378097,12102126,0.077,0.0492062222
SARATOGA,36091,2019,229869,2088,0.1116044639,35.85703704,74.10288066,0.0401917591,12270428,0.079,0.0426771729
SARATOGA,36091,2020,230163,51,0.1111918661,38.0595082,71.95081967,0.0351901968,11569184,0.074,0.0377282485
SARATOGA,36091,2021,229863,1287,0.1303519147,38.74222222,72.35802469,0.0338196342,12268460,0.072,0.040686654
SARATOGA,36091,2022,230298,3517,0.13,38.71777778,72.37860082,0.0670537522,12440793,0.063,0.0355531657
SCHENECTADY,36093,2012,152169,344,0.133,41.1645082,70.51229508,0.077,8077136,0.187,0.107
SCHENECTADY,36093,2013,155058,288,0.144,37.13185185,71.05349794,0.075,8158370,0.234,0.118
SCHENECTADY,36093,2014,155124,696,0.154,34.08740741,69.46090535,0.0790616508,7997416,0.201,0.1064600164
SCHENECTADY,36093,2015,155333,748,0.154,34.62814815,68.87242798,0.0689632205,8146459,0.238,0.0910276008
SCHENECTADY,36093,2016,155735,915,0.121,39.92959016,67.97540984,0.0537647105,8317609,0.209,0.0957368229
SCHENECTADY,36093,2017,154604,1965,0.1194632187,39.08592593,71.49382716,0.0476320797,8510436,0.183,0.077177534
SCHENECTADY,36093,2018,154553,1547,0.1432455321,37.77555556,71.30864198,0.0431060636,8398130,0.182,0.0568939126
SCHENECTADY,36093,2019,155565,1814,0.1432455321,36.61777778,72.50617284,0.0453350768,8699549,0.188,0.0483377492
SCHENECTADY,36093,2020,155350,33,0.1469471284,38.64081967,70.20901639,0.0401425894,8349438,0.173,0.0484153126
SCHENECTADY,36093,2021,155299,472,0.1622309867,39.19407407,70.62139918,0.0384332088,9219488,0.196,0.0477028441
SCHENECTADY,36093,2022,155358,2049,0.169,39.18074074,70.69547325,0.0806239844,9062705,0.154,0.047958275
SCHOHARIE,36095,2012,31529,51,0.118,38.89385246,71.02868852,0.094,939130,0.171,0.121
SCHOHARIE,36095,2013,32578,32,0.116,34.58148148,72.92592593,0.094,953008,0.187,0.121
SCHOHARIE,36095,2014,32099,58,0.095,31.73703704,71.14814815,0.0952750809,941388,0.196,0.1118347095
SCHOHARIE,36095,2015,31844,47,0.095,32.11111111,70.79835391,0.0831357049,966477,0.188,0.1062308884
SCHOHARIE,36095,2016,31566,68,0.116,37.60213115,69.03688525,0.0664834797,974096,0.215,0.1074036716
SCHOHARIE,36095,2017,31330,170,0.1245513425,36.21333333,73.25514403,0.0583961249,1050031,0.212,0.0834493489
SCHOHARIE,36095,2018,31317,163,0.1428223179,34.87481481,72.32098765,0.0539145787,1060363,0.179,0.0619380619
SCHOHARIE,36095,2019,31420,193,0.1428223179,33.91555556,74.41975309,0.0551845106,1062250,0.191,0.0566298343
SCHOHARIE,36095,2020,31097,24,0.1479511209,35.35729508,72.45491803,0.0481927711,982022,0.161,0.0522257721
SCHOHARIE,36095,2021,30999,96,0.1646052996,36.05111111,72.3127572,0.0466625675,978622,0.166,0.0524584488
SCHOHARIE,36095,2022,31132,547,0.174,36.22,72,0.0711911357,1003334,0.155,0.0510248966
SCHUYLER,36097,2012,18720,47,0.157,41.81,72.10655738,0.084,541792,0.234,0.129
SCHUYLER,36097,2013,18361,31,0.164,37.66962963,73.08230453,0.078,544635,0.23,0.128
SCHUYLER,36097,2014,18514,100,0.15,34.46148148,71.42386831,0.0844123256,570922,0.226,0.1177213507
SCHUYLER,36097,2015,18460,41,0.15,34.9962963,71.65020576,0.076446071,549279,0.258,0.1076768354
SCHUYLER,36097,2016,18479,54,0.12,40.08598361,71.04098361,0.0692469107,543031,0.239,0.1075086482
SCHUYLER,36097,2017,18186,51,0.1330432281,39.90962963,74.24279835,0.0655985139,521078,0.199,0.0743734293
SCHUYLER,36097,2018,18099,294,0.1688335105,37.86222222,72.44444444,0.05958268,532748,0.221,0.0650642354
SCHUYLER,36097,2019,18000,285,0.1688335105,37.24074074,74.79012346,0.058738391,528693,0.23,0.0562946366
SCHUYLER,36097,2020,17912,5,0.15251774840000001,38.56778689,74.22540984,0.051161103,532809,0.211,0.05261675
SCHUYLER,36097,2021,17807,89,0.1693711125,39.25333333,73.20164609,0.0465058751,510398,0.223,0.0509722619
SCHUYLER,36097,2022,17685,407,0.181,39.48074074,73.0781893,0.086038961,531436,0.168,0.0482618477
SENECA,36099,2014,35305,125,0.237,35.98296296,72.28395062,0.0791409238,1404871,0.19,0.1151097592
SENECA,36099,2015,35409,40,0.237,36.42148148,72.43621399,0.0689114168,1415042,0.217,0.1150773101
SENECA,36099,2016,34884,107,0.127,41.31278689,72.28688525,0.0565189467,1399366,0.211,0.1026335312
SENECA,36099,2017,34833,303,0.1372513299,41.69185185,73.41975309,0.0521121448,1468476,0.212,0.0897518469
SENECA,36099,2018,34777,291,0.1518662166,40.12888889,71.06584362,0.0473674035,1480209,0.211,0.0693953559
SENECA,36099,2019,34498,207,0.1518662166,39.2162963,72.67489712,0.0459854912,1577828,0.192,0.0632188315
SENECA,36099,2020,34300,3,0.1464891812,40.92032787,71.88934426,0.0386647604,1442079,0.199,0.0628055219
SENECA,36099,2021,34016,181,0.1867697349,41.68444444,70.29218107,0.0382479566,1569143,0.194,0.0556279878
SENECA,36099,2022,33991,725,0.186,41.70814815,71.76131687,0.0817667937,1567031,0.191,0.054569494
STEUBEN,36101,2012,96552,347,0.159,41.17631148,71.98770492,0.099,4371363,0.216,0.114
STEUBEN,36101,2013,99033,147,0.161,36.7762963,73.48971193,0.094,4545166,0.282,0.128
STEUBEN,36101,2014,99063,295,0.151,33.74444444,71.33333333,0.0982838254,4713274,0.237,0.1240566038
STEUBEN,36101,2015,98650,127,0.151,34.16814815,72.26748971,0.0887822845,4509558,0.247,0.111804878
STEUBEN,36101,2016,98394,297,0.122,39.46852459,71.00409836,0.0692163463,4412788,0.241,0.1128964788
STEUBEN,36101,2017,97631,608,0.1441897716,39.40888889,73.44855967,0.0639887052,4355031,0.227,0.0815521944
STEUBEN,36101,2018,96940,784,0.1623867605,37.08888889,71.73251029,0.0579539145,4510992,0.214,0.05908782
STEUBEN,36101,2019,96281,1218,0.1623867605,36.58222222,74.30041152,0.0580224573,4573291,0.191,0.0587070144
STEUBEN,36101,2020,95796,15,0.1595104426,37.9104918,73.71721311,0.0491872197,4422134,0.187,0.0608878341
STEUBEN,36101,2021,95379,502,0.1741997526,38.69333333,72.08230453,0.0458137347,4491467,0.218,0.0522029267
STEUBEN,36101,2022,94657,2252,0.182,38.77777778,72.10288066,0.0816239113,4770115,0.184,0.0515960063
SUFFOLK,36103,2012,1518475,3582,0.126,48.56663934,71.17622951,0.076,94285380,0.084,0.115
SUFFOLK,36103,2013,1498816,2828,0.121,44.91185185,72.34979424,0.074,94461388,0.09,0.118
SUFFOLK,36103,2014,1499273,3122,0.114,42.85481481,70.36625514,0.076337629,95175859,0.097,0.1126620612
SUFFOLK,36103,2015,1499738,3079,0.114,42.59925926,71.56378601,0.0641414052,96596993,0.101,0.1148899529
SUFFOLK,36103,2016,1502968,4280,0.124,47.10008197,71.84016393,0.0532051842,97846818,0.104,0.1074485568
SUFFOLK,36103,2017,1501587,7630,0.1142788484,45.9837037,71.0617284,0.0479314955,98952851,0.107,0.0872624519
SUFFOLK,36103,2018,1492583,6243,0.1415251996,44.95111111,71.35802469,0.0432968743,98861762,0.105,0.0693884948
SUFFOLK,36103,2019,1492953,7335,0.1415251996,44.36074074,71,0.0454126735,100161991,0.089,0.0597969894
SUFFOLK,36103,2020,1481093,496,0.1307113322,45.37237705,70.90983607,0.0385094062,100469779,0.094,0.0544692073
SUFFOLK,36103,2021,1476601,14931,0.1419448182,45.69333333,70.73662551,0.0370679253,105028399,0.093,0.0490215417
SUFFOLK,36103,2022,1474273,25828,0.153,46.28444444,70.83127572,0.0849516849,105044946,0.062,0.0518142269
SULLIVAN,36105,2012,75828,133,0.171,42.35295082,71.06147541,0.092,2897165,0.279,0.149
SULLIVAN,36105,2013,76900,156,0.151,38.02814815,72.8436214,0.091,2884371,0.246,0.157
SULLIVAN,36105,2014,76793,290,0.153,35.35037037,70.63374486,0.096139222,2850706,0.267,0.1433777133
SULLIVAN,36105,2015,76665,472,0.153,35.72296296,70.55144033,0.0867007138,2865965,0.283,0.1388950982
SULLIVAN,36105,2016,75943,343,0.152,41.44336066,68.98770492,0.0667807191,2925287,0.258,0.1441631053
SULLIVAN,36105,2017,74877,553,0.1537983915,39.34740741,72.66666667,0.0552778681,2937040,0.292,0.1074355876
SULLIVAN,36105,2018,74801,390,0.1903673516,37.45333333,73.05761317,0.0475156919,3078439,0.254,0.0878188861
SULLIVAN,36105,2019,75485,566,0.1903673516,37.36148148,73.38683128,0.0492917028,3097957,0.248,0.068700622
SULLIVAN,36105,2020,75498,41,0.1714286287,38.7197541,71.26229508,0.0409491752,3016228,0.244,0.0653538669
SULLIVAN,36105,2021,75432,587,0.1977430433,38.99777778,71.81069959,0.0395056339,3165937,0.262,0.0616638761
SULLIVAN,36105,2022,75802,2305,0.201,38.99111111,72.22633745,0.0882879356,3267873,0.213,0.0628775211
TIOGA,36107,2012,50064,136,0.122,42.61631148,71.18032787,0.081,1533713,0.157,0.1
TIOGA,36107,2013,51043,114,0.143,38.52740741,72.08641975,0.081,1715733,0.165,0.11
TIOGA,36107,2014,50478,237,0.144,35.30962963,70.3909465,0.0841393824,1803710,0.166,0.0982367167
TIOGA,36107,2015,50243,119,0.144,35.99481481,70.08641975,0.0779621927,1864207,0.18,0.0925104853
TIOGA,36107,2016,49870,239,0.108,41.25967213,69.61885246,0.0609994591,1716005,0.18,0.0937340805
TIOGA,36107,2017,49453,613,0.1187407995,40.19703704,73.32921811,0.0563134855,1699235,0.178,0.0675848186
TIOGA,36107,2018,48760,495,0.1509722183,38.07703704,71.64609053,0.0510586916,1757032,0.192,0.0543011153
TIOGA,36107,2019,48578,871,0.1509722183,37.87333333,73.46502058,0.0517886674,1713988,0.158,0.047392043
TIOGA,36107,2020,48560,0,0.1369014989,38.93,72.57786885,0.0438696645,1595792,0.152,0.0474095797
TIOGA,36107,2021,48203,344,0.1535903237,39.5162963,72.26337449,0.0414774981,1564419,0.138,0.045626686
TIOGA,36107,2022,47904,1186,0.165,39.69185185,71.90946502,0.0782223828,1651349,0.121,0.0426972211
TOMPKINS,36109,2012,101779,254,0.122,42.8457377,73.07786885,0.061,6123189,0.154,0.105
TOMPKINS,36109,2013,101723,206,0.123,38.84296296,74.84773663,0.058,6018223,0.182,0.119
TOMPKINS,36109,2014,102554,423,0.119,35.59037037,73.25102881,0.059891998,5937712,0.153,0.1130777932
TOMPKINS,36109,2015,103617,419,0.119,35.98148148,73.13168724,0.0501287996,6082558,0.179,0.1134176115
TOMPKINS,36109,2016,104691,551,0.129,41.14680328,72.30327869,0.0432260308,6101705,0.172,0.1159969578
TOMPKINS,36109,2017,104926,1139,0.1334917507,40.61111111,75.26337449,0.0407252894,6140234,0.168,0.0807392996
TOMPKINS,36109,2018,104871,787,0.1488660186,38.76222222,73.58436214,0.0412844037,6184849,0.154,0.0640400329
TOMPKINS,36109,2019,104802,1315,0.1488660186,38.19407407,75.53909465,0.0438734001,6263722,0.15,0.056437637
TOMPKINS,36109,2020,102793,5,0.1356594945,39.41762295,74.69262295,0.0364982439,5812300,0.137,0.0534670008
TOMPKINS,36109,2021,102180,562,0.1345097946,40.09481481,73.79012346,0.0363444825,6050970,0.143,0.0479626486
TOMPKINS,36109,2022,101058,1161,0.147,40.29259259,73.89711934,0.0617997455,6163642,0.124,0.0467264586
ULSTER,36111,2012,181440,354,0.116,43.87040984,71.47540984,0.082,7134836,0.153,0.136
ULSTER,36111,2013,182448,259,0.107,39.59037037,73.03292181,0.082,7191471,0.178,0.131
ULSTER,36111,2014,181791,417,0.121,36.73185185,71.38683128,0.0882366456,7175535,0.166,0.1268931835
ULSTER,36111,2015,180998,313,0.121,37.24222222,70.9382716,0.0775196502,7139599,0.174,0.1341508605
ULSTER,36111,2016,180445,625,0.129,42.94311475,69.31967213,0.0577568229,7133664,0.173,0.1252570158
ULSTER,36111,2017,180143,674,0.1195803779,41.23259259,71.95061728,0.0490626201,7233714,0.183,0.0917505763
ULSTER,36111,2018,179225,333,0.1385539251,39.81333333,71.33744856,0.0440649927,7326583,0.176,0.0753572059
ULSTER,36111,2019,179417,517,0.1385539251,39.0837037,72.52674897,0.0460880814,7590366,0.174,0.0647416131
ULSTER,36111,2020,178599,20,0.1593383775,40.92254098,69.72131148,0.0389124357,7304982,0.162,0.0679615146
ULSTER,36111,2021,177573,624,0.1562053298,41.36296296,69.99176955,0.0376887287,7575067,0.161,0.0601659145
ULSTER,36111,2022,177716,3163,0.173,41.39111111,70.42798354,0.0800710092,7814064,0.136,0.0589535305
WARREN,36113,2012,66021,167,0.124,39.77467213,73.42213115,0.085,3940177,0.17,0.117
WARREN,36113,2013,65831,57,0.127,36.127407410000004,73.16872428,0.082,3951534,0.199,0.12
WARREN,36113,2014,65538,233,0.129,32.6162963,72.59670782,0.0863663191,4035493,0.18,0.1028084253
WARREN,36113,2015,65337,67,0.129,33.12296296,71.44855967,0.0756968691,4204673,0.189,0.1065289505
WARREN,36113,2016,64973,126,0.113,38.45418033,70.87295082,0.0650663689,4215843,0.205,0.1001566141
WARREN,36113,2017,64688,227,0.1170816443,37.17925926,73.77777778,0.0561617656,4299247,0.17,0.0728644186
WARREN,36113,2018,64567,152,0.1122265823,35.95777778,71.86419753,0.0524373847,4325448,0.183,0.0582828657
WARREN,36113,2019,64532,162,0.1122265823,34.38222222,73.22633745,0.0531875233,5430606,0.154,0.0515901894
WARREN,36113,2020,64265,53,0.127212378,36.62909836,71.34016393,0.0464536882,5296637,0.155,0.0520973753
WARREN,36113,2021,63944,1042,0.1539073307,37.43481481,71.8436214,0.0457203106,5549976,0.15,0.0486722999
WARREN,36113,2022,63756,1574,0.153,37.15925926,72.06584362,0.083913142,4948697,0.138,0.0433339442
WASHINGTON,36115,2012,62753,114,0.189,41.45663934,70.92213115,0.078,1968546,0.19,0.136
WASHINGTON,36115,2013,63165,81,0.173,37.59185185,71.35802469,0.075,1939275,0.218,0.134
WASHINGTON,36115,2014,62934,295,0.163,34.17481481,70.7037037,0.0782747604,1899044,0.209,0.1135729688
WASHINGTON,36115,2015,63093,121,0.163,34.5762963,69.85185185,0.0710521303,1864251,0.217,0.1130568787
WASHINGTON,36115,2016,62372,123,0.122,39.97606557,69.16803279,0.0604075945,1813499,0.204,0.108949024
WASHINGTON,36115,2017,62230,278,0.1294365996,38.8162963,72.10699588,0.05107611,1816234,0.204,0.0873548677
WASHINGTON,36115,2018,61800,241,0.1427603234,37.11111111,71.80246914,0.0464169095,1785621,0.17,0.0620888158
WASHINGTON,36115,2019,61620,169,0.1427603234,35.96962963,71.81893004,0.0469407802,1916502,0.176,0.0550497035
WASHINGTON,36115,2020,61197,30,0.1425873621,38.02704918,70.37704918,0.0413648629,1959140,0.16,0.0554770094
WASHINGTON,36115,2021,61204,666,0.1820114547,38.55481481,71.6872428,0.0407099996,2052494,0.172,0.0538820807
WASHINGTON,36115,2022,60606,1328,0.183,38.6762963,70.84773663,0.0715698484,2017629,0.161,0.0507008133
WAYNE,36117,2012,91291,628,0.163,43.5804918,71.56557377,0.088,3701159,0.163,0.111
WAYNE,36117,2013,93436,197,0.186,39.44666667,72.93004115,0.081,3796021,0.206,0.115
WAYNE,36117,2014,92962,930,0.206,36.10074074,71.04115226,0.0857814087,3600377,0.171,0.1134383994
WAYNE,36117,2015,92473,375,0.206,36.71925926,71.02880658,0.0752051633,3734618,0.177,0.1037640139
WAYNE,36117,2016,92051,463,0.121,41.52303279,70.67213115,0.0615425961,3878439,0.184,0.1010666632
WAYNE,36117,2017,91446,1413,0.1247921421,41.5562963,72.56790123,0.0541129431,3928468,0.169,0.0784578301
WAYNE,36117,2018,90798,1104,0.1627591731,39.19481481,71.88888889,0.0494756351,3951555,0.164,0.0637054663
WAYNE,36117,2019,90670,922,0.1627591731,37.76296296,74.11934156,0.0504497547,4069115,0.163,0.0534533087
WAYNE,36117,2020,90064,6,0.154466836,39.70532787,72.80737705,0.0415479636,3823995,0.146,0.0478099521
WAYNE,36117,2021,89918,703,0.1635112126,40.77481481,71.01646091,0.0402646287,3891384,0.158,0.0484777679
WAYNE,36117,2022,89339,1378,0.174,40.52666667,73.24691358,0.0739032175,3985536,0.123,0.0426031393
WESTCHESTER,36119,2012,955962,2459,0.114,45.42106557,70.8852459,0.072,79014741,0.115,0.12
WESTCHESTER,36119,2013,955899,2738,0.112,41.30222222,72.27572016,0.068,78307384,0.136,0.127
WESTCHESTER,36119,2014,961670,2853,0.115,38.96222222,69.90534979,0.0723722641,79109021,0.129,0.1222706429
WESTCHESTER,36119,2015,968802,3610,0.115,39.14518519,69.88888889,0.062912556,79320460,0.134,0.1228973865
WESTCHESTER,36119,2016,972634,5128,0.129,44.27393443,70.39344262,0.0512357649,79910383,0.133,0.1189519317
WESTCHESTER,36119,2017,976396,8639,0.1361420866,43.26592593,71.38683128,0.0461148649,81820011,0.131,0.1025310344
WESTCHESTER,36119,2018,974542,5872,0.1428114462,42.6,71.02057613,0.0424961148,82990266,0.115,0.0822462906
WESTCHESTER,36119,2019,980244,7451,0.1428114462,42.1637037,71.17283951,0.0455539788,85453399,0.106,0.076608648
WESTCHESTER,36119,2020,967612,180,0.1480118878,43.22860656,70.66803279,0.0388802617,86807801,0.103,0.0692933903
WESTCHESTER,36119,2021,967506,10647,0.1371578715,43.41777778,70.04938272,0.0376231982,87567594,0.101,0.0580510745
WESTCHESTER,36119,2022,965802,23654,0.158,44.03259259,70.04526749,0.0840804337,89664635,0.085,0.0573622449
WYOMING,36121,2012,41398,86,0.135,40.17229508,73.18852459,0.092,1591024,0.159,0.138
WYOMING,36121,2013,41944,14,0.145,35.7762963,74.3127572,0.084,1630056,0.155,0.121
WYOMING,36121,2014,41892,81,0.141,32.6762963,72.13168724,0.0874094652,1750678,0.154,0.1129357088
WYOMING,36121,2015,41531,54,0.141,33.12888889,73.69547325,0.0776612141,1633749,0.169,0.1071975977
WYOMING,36121,2016,41188,63,0.121,38.45270492,72.14344262,0.0651241106,1619118,0.169,0.0957699997
WYOMING,36121,2017,41013,284,0.1262012469,38.48740741,75.35390947,0.0573258781,1622473,0.173,0.0725855599
WYOMING,36121,2018,40791,288,0.1619844868,36.05555556,74.09053498,0.0529589871,1704437,0.144,0.0602932134
WYOMING,36121,2019,40493,454,0.1619844868,35.09481481,76.99176955,0.0568948358,1767352,0.15,0.0535661535
WYOMING,36121,2020,40085,9,0.1395407208,36.86147541,75.76639344,0.0463162549,1741745,0.122,0.0453308555
WYOMING,36121,2021,39859,98,0.1761662789,37.72148148,73.74485597,0.0438475539,1820322,0.126,0.0464527882
WYOMING,36121,2022,39465,444,0.177,37.68518519,74.80246914,0.0750857079,1826639,0.113,0.0440698827
YATES,36123,2016,25208,90,0.131,41.19696721,71.47131148,0.055769725,892124,0.237,0.13803493
YATES,36123,2017,25048,217,0.1306010964,40.72222222,73.28395062,0.0503219248,916163,0.221,0.1253390655
YATES,36123,2018,24923,198,0.1286833015,38.3037037,71.23868313,0.0441289006,906406,0.235,0.0964535335
YATES,36123,2019,24955,299,0.1286833015,37.32814815,73.87242798,0.0446932148,951410,0.244,0.095058626500000007
YATES,36123,2020,24841,0,0.1467449208,38.94696721,73.4057377,0.0379360095,951233,0.211,0.0838794926
YATES,36123,2021,24913,162,0.1571834288,39.8362963,71.13168724,0.037302726,1074448,0.262,0.0843269954
YATES,36123,2022,24780,324,0.179,39.94814815,71.99588477,0.0651307812,1051617,0.222,0.082815735
