county,fips,year,population,total_cases,poor_or_fair_health_raw_value,mean_temp_f,mean_humidity_percent,unemployment_raw_value,gdp,children_in_poverty_raw_value,uninsured_raw_value
DUTCHESS,36027,2017,295754,1593,-0.9971025917487178,0.7703687257248029,-0.6360679203694952,-0.9912550580637722,-0.14383681126970763,-1.1281894543308952,-0.10191272628647005
DUTCHESS,36027,2018,294473,786,-0.5242330742918595,0.37619826104950754,-0.3667168666493791,-1.2075051626580593,-0.14481287710423058,-1.3793458850425013,-0.6995215013918501
DUTCHESS,36027,2019,295568,1180,-0.5242330742918595,0.2961567269890614,-0.5032892289945164,-1.121829430061109,-0.1421703873672086,-1.1281894543308952,-0.9931337694715808
DUTCHESS,36027,2020,293718,100,-0.08735439958532785,0.6157529792036323,-0.9478179731142287,-1.4591102389081503,-0.1477979982511212,-1.446320933232263,-0.969423278124128
DUTCHESS,36027,2021,294218,2033,-0.08074220624691618,0.6839005030634201,-0.9130063252485642,-1.4990372602240831,-0.13739921614375988,-1.6472460778015479,-1.0316032241859041
DUTCHESS,36027,2022,293293,6865,0.21157280415592328,0.7719267128319257,-0.966117801798557,0.6227669201686565,-0.13317995537314486,-1.848171222370833,-0.9707249451020029
ERIE,36029,2012,909247,1688,-0.3511411371945032,1.1685107820146967,0.1346159703174021,0.903075357328914,0.27827134881376253,0.2113115094643375,0.4062591046220061
ERIE,36029,2013,918028,863,-0.417342777353377,0.07940192089814448,0.2744145183113395,0.7460945724977532,0.27919774398935393,0.4959554642708247,0.46799659047020525
ERIE,36029,2015,919866,2164,-0.5166452375916877,-0.7157552036892914,0.40719320507699724,0.48834019261732803,0.31168033605866075,0.5796742745080269,0.043062652065238856
ERIE,36029,2016,922835,2372,-0.417342777353377,0.7396870961948636,-0.7305755606012011,-0.2030914959359568,0.31467378905801735,0.546186750413146,-0.02137977837979341
ERIE,36029,2017,922578,5173,-0.36988143459911965,0.8264562247737712,0.2706208381225454,-0.5515362706289862,0.30984487168786234,0.7805994190773115,-0.4924797955604461
ERIE,36029,2018,921046,4966,0.31156781630234576,0.14503208276229332,0.10559589740801126,-0.8330220793735562,0.3177041051636046,0.027130126942493265,-0.9427842320929745
ERIE,36029,2019,925528,5680,0.31156781630234576,-0.0707489830298601,0.6386074891743603,-0.6721606039567413,0.3308830234834701,0.2950303197015396,-1.2146975272416614
ERIE,36029,2020,919719,405,0.32649040083236186,0.45322279079015854,0.1025018747149307,-1.0779875068138143,0.32333452537725893,-0.07333244534214929,-1.232841414961371
ERIE,36029,2021,918702,1384,0.5600761421858155,0.5910055839137976,-0.3041211988460299,-1.1605024417735752,0.35155455240685207,-0.05658868329470886,-1.2544160516827911
ERIE,36029,2022,917241,7660,0.67498428526804,0.6213863127844154,0.0942148660602578,1.5859882795183151,0.36112742361573374,-0.30774511400631527,-1.358151014829726
ESSEX,36031,2012,37686,63,-1.0462583588626782,-1.223087975553797,1.764878616995058,1.4786715683765028,-0.2771527316597112,-0.05658868329470886,1.8262212791305859
ESSEX,36031,2013,39181,43,-1.5758714801336682,-2.11229493622776,1.5452962476663943,1.4263446400994493,-0.27673816859021994,0.32851784379642046,1.5484025928136904
ESSEX,36031,2015,38762,40,-2.2378878817224055,-2.9489334369790132,1.105229737557874,1.1664285510888133,-0.2777224701404496,-0.10681996943703014,1.1129725810940654
ESSEX,36031,2016,38679,73,-1.1124599990215516,-1.5679312627532567,0.7088915720283802,0.2171235487798228,-0.27748694576221683,-0.24077006581655355,0.8020516254375507
ESSEX,36031,2017,38478,168,-0.8497109324008824,-2.1787040903309194,3.0589732970758803,-0.1912301534187424,-0.27795939384262214,-0.05658868329470886,0.08660339364521925
ESSEX,36031,2018,38102,146,-0.5135001168306925,-2.779697204791547,2.3040316124655376,-0.5917529790525539,-0.2777852047167733,-0.22402630376911312,-0.51448636934098
ESSEX,36031,2019,37956,191,-0.5135001168306925,-3.2687100718430924,3.3529832489765856,-0.47967354938935675,-0.27756080015702395,-0.475182734480719,-0.968929838181612
ESSEX,36031,2020,37300,98,-1.1720332297502565,-2.585781418647695,2.008567932582353,-0.8323598716308244,-0.27782086077258267,-0.5923890688128021,-0.9834550047764496
ESSEX,36031,2021,36885,578,0.41056701013717073,-2.268677783326051,1.8336156885025376,-0.9091698161409442,-0.2766983359263155,-0.42495144833839776,-1.2310568188479458
ESSEX,36031,2022,36891,720,0.44327854471198164,-2.437135025903608,2.467159713085668,0.8698887193924398,-0.27692989733369583,-0.7933142133820872,-1.0909187330299068
FRANKLIN,36033,2012,50274,88,0.6087826451091661,-0.7219209013907006,1.2680546603308138,1.321690783545342,-0.27373024166766935,0.428980416081063,2.99923351024637
FRANKLIN,36033,2013,51551,106,0.14537116399704947,-1.6314614955731275,1.222833722005613,1.3740177118223955,-0.27380612561628226,1.6345312834967722,2.3509899088402793
FRANKLIN,36033,2015,51688,108,0.07916952383817566,-2.4418089819667705,0.5570434388642918,1.3110311132379315,-0.2749373348164659,1.5675562353070105,1.7496569618973241
FRANKLIN,36033,2016,51262,206,-0.05323375647957196,-1.1218460195325293,0.1402831628456063,0.4242299046442712,-0.27452676676341337,0.8308307052196328,1.365824828780779
FRANKLIN,36033,2017,50660,235,0.07693527144412565,-1.468262458496193,2.4652628776005856,0.026339542118220906,-0.27451395921071253,1.0987308979786796,0.7012855963769357
FRANKLIN,36033,2018,50409,732,0.04599298894288922,-1.9533803617235854,1.3385408617496275,-0.4347518024174436,-0.27476667070512184,1.0987308979786796,-0.2162330320657252
FRANKLIN,36033,2019,51116,536,0.04599298894288922,-2.49653324196837,2.3742146314278463,-0.21124572152130502,-0.2743681197469721,1.1824497082158818,-0.5819942388233358
FRANKLIN,36033,2020,50293,1,0.225497700178007,-1.739189205588186,0.686222797306249,-0.687091171986661,-0.27503666545246686,0.4122366540336226,-0.3400282175799724
FRANKLIN,36033,2021,50022,309,1.4185450139137874,-1.4795578564782481,0.9250300899161066,-0.810603533139883,-0.2742175268545813,0.9145495154568349,-0.5091219559793898
FRANKLIN,36033,2022,49965,1212,1.73421052781002,-1.65794725799049,1.6173761067231,0.9053813736619267,-0.27337435406689015,0.8978057534093945,-0.45301607715778347
FULTON,36035,2012,55053,97,0.21157280415592328,0.06978343216845627,0.6748884122498406,1.8972869945929316,-0.2757595391087844,0.763855657029871,1.0853714489521964
FULTON,36035,2013,55180,69,0.6418834651886031,-1.0205362221778136,1.2304210731645724,1.844960066315878,-0.2755235554104798,0.9480370395517157,1.3631901352690927
FULTON,36035,2015,54586,113,1.039093306141845,-1.6914439584462497,0.13404847577740797,1.3841057052056864,-0.2762512999959313,0.9145495154568349,0.8511625977225679
FULTON,36035,2016,54105,151,-0.6821493379888722,-0.28475736140434327,-0.2677547637154961,0.6109964015008518,-0.27463016718888816,1.0317558497889179,0.5898331882015352
FULTON,36035,2017,53992,345,-0.015731030462034716,-0.7311403161843522,1.8430998797559006,0.04869581407455204,-0.2747335996599493,1.2159372323107627,0.15648103800061228
FULTON,36035,2018,53828,448,0.5347253395846114,-1.208273538445484,1.2323179132589694,-0.41211277143878233,-0.2753416860257553,0.4959554642708247,-0.5469878557714385
FULTON,36035,2019,53877,524,0.5347253395846114,-1.6063389722031343,2.5164775140561746,-0.328951473330172,-0.2747080806913068,0.9480370395517157,-0.8049264666178529
FULTON,36035,2020,53591,55,0.26092507759836736,-1.0140097591773916,1.0678138254023986,-0.7207222957826913,-0.2751899715378402,0.027130126942493265,-0.8656994277246457
FULTON,36035,2021,53383,254,1.2472618148582775,-0.7767114068611751,0.9003711917355105,-0.757066654532972,-0.2752882233057655,1.1322184220735605,-1.0584140022945672
FULTON,36035,2022,52812,1276,1.4363031470950878,-0.8458470364299719,1.2550799713451684,1.122207299473053,-0.2750516093775949,0.09410517513225497,-1.1311028383730635
GENESEE,36037,2012,57868,206,-0.417342777353377,1.0595108208947581,-0.35465172964257,0.5891137876665925,-0.2702637424036279,-0.45843897243327864,0.4371278475461057
GENESEE,36037,2013,59993,92,-0.5497460576711246,-0.013492998251477942,-0.17892986323933802,0.5367868593895389,-0.26981076735789616,-0.25751382786399396,0.9001589914075993
GENESEE,36037,2015,59454,273,-0.9800567187038044,-0.7743744275150445,-0.43689988561168763,0.12582199637571378,-0.2688761898759088,-0.05658868329470886,0.8045152999396892
GENESEE,36037,2016,59162,298,-1.0462583588626782,0.5701747058216865,-1.1272791021058952,-0.49875061310249935,-0.2692013884867718,-0.42495144833839776,0.47543422269156066
GENESEE,36037,2017,58937,727,-0.8402505260374229,0.575425723358985,0.08662751490129846,-0.7481314757065529,-0.26951157908133394,-0.03984492124726844,-0.1480591200647936
GENESEE,36037,2018,58482,581,0.5783276861214662,-0.11515158534816951,-0.2927401674982764,-0.9965048722624099,-0.2686158301682102,-0.5756453067653616,-0.8229920187286444
GENESEE,36037,2019,57956,598,0.5783276861214662,-0.39928928847010825,0.7903545630560518,-0.8385488913997211,-0.26863772798558866,-0.8602892615718488,-0.9840782817385787
GENESEE,36037,2020,57511,7,-0.41738669552145863,0.09790619670749118,0.2649614215126702,-1.201297477873846,-0.2697072707956622,-0.9272643097616106,-1.1293409091775677
GENESEE,36037,2021,57280,182,0.3682083110619304,0.37016106330987525,-0.75936241588179,-1.3253450859437215,-0.2692077121491562,-1.0109831199988122,-1.2215244059498922
GENESEE,36037,2022,56994,743,0.5094801848708554,0.3386118460807422,-0.11254051985650915,0.4588258428092593,-0.2682433536355341,-1.1784207404732165,-1.2551927771659959
GREENE,36039,2012,48947,118,-1.1455608191009885,-0.045228981588403036,-0.7740240412600808,1.1123830704371276,-0.26736392660775393,0.2280552715117779,1.7953525362064864
GREENE,36039,2013,48954,83,-1.9068796809280368,-1.1369956775903083,-0.034770145125920277,1.1647099987141813,-0.26997550303575485,0.36200536789130133,1.3940588781931924
GREENE,36039,2015,48455,84,-1.3441657395776099,-1.773238225044469,-0.9224905165019206,0.9010259836483286,-0.26984254589775025,0.32851784379642046,0.8726959845428184
GREENE,36039,2016,47967,131,-0.9469558986243675,-0.28320576038460943,-1.9169080521538326,0.11781710661097519,-0.26891729368140743,0.06061765103737412,0.6351823565644784
GREENE,36039,2017,47625,236,-0.661230351226792,-0.6840112384004082,0.31045444783969556,-0.38162155113748086,-0.26840164815052486,0.7805994190773115,0.12038147546054924
GREENE,36039,2018,47508,236,0.47913271086611753,-1.0028141303366223,0.3958121737292438,-0.7552666186656269,-0.26951523227818436,0.2782865576540992,-0.4769577630422404
GREENE,36039,2019,47470,124,0.47913271086611753,-1.2793566512409074,1.3537155686768672,-0.634878028615146,-0.2704677339248357,-0.02310115919982801,-0.8501764290147865
GREENE,36039,2020,47491,4,-0.2258432193335321,-0.8369333125184583,0.1270597136131299,-1.0281630510892967,-0.2699827453382829,-0.29100135195887483,-0.8762945835303417
GREENE,36039,2021,47188,78,0.8399528177064204,-0.678168788720526,0.07714332364793551,-1.0309429871790219,-0.26855353354823414,-0.19053877967423227,-0.890300084098675
GREENE,36039,2022,47177,548,1.3701015069362141,-0.6725210897294993,0.1757789209796408,0.9545689164808415,-0.2655260694998371,-0.5923890688128021,-1.082271938192597
HAMILTON,36041,2016,4715,12,-1.5096698399747943,-1.2246395765735307,1.1263748240791374,0.42487191942538044,-0.29218096872556526,0.16108022332201621,1.3979884197774417
HAMILTON,36041,2017,4712,28,-0.9466540820368012,-1.7572688683701505,3.244863460391524,0.1533475880169136,-0.29238692570940605,-0.03984492124726844,0.36870854447329876
HAMILTON,36041,2018,4542,13,-1.0518261220251237,-2.2400497922514098,2.2566106515894213,0.0024005794238370604,-0.2923884318519672,-0.2072825417216727,-0.3182143511877651
HAMILTON,36041,2019,4485,25,-1.0518261220251237,-2.667911705442217,3.612850111443339,0.5682549449513804,-0.2924383695574522,-0.6426203549551233,-0.5424619516820156
HAMILTON,36041,2020,4434,2,-0.35950619439046805,-2.049703326798775,1.961341323571337,0.19037165263474184,-0.2924047537373108,-0.6928516410974446,-0.5431697256541506
HAMILTON,36041,2021,4416,21,0.5782840791010944,-1.815303848016644,1.9227670899715656,-0.2443355337096952,-0.2924311913460969,-0.32448887605375565,-0.6851519225219727
HAMILTON,36041,2022,4345,76,1.5687064274128355,-1.8865817088718204,2.5297553808890174,0.742697356565915,-0.29242395972543095,-0.9272643097616106,-0.37649651034113796
HERKIMER,36043,2012,62236,236,-0.5828468777505615,-0.14375563582513598,0.9544699564010575,1.0077292138830212,-0.2756366015574632,0.5126992263182651,0.9310277343316988
HERKIMER,36043,2013,64160,216,-1.1455608191009885,-1.2439124701876225,1.6287571380708599,1.0077292138830212,-0.2749913529932867,0.8140869431721923,1.3014526494208936
HERKIMER,36043,2015,64181,343,-0.2518386769561934,-1.9487064030313213,0.7827672072877715,0.8446432736509129,-0.27548426752154426,0.9647808015991561,0.8699524756254501
HERKIMER,36043,2016,63744,502,-0.8145526183066198,-0.5390259509077613,0.2989645812912097,0.14570671576142696,-0.27594037235288177,0.5629305124605865,0.7645396481306246
HERKIMER,36043,2017,63100,796,-0.19978739574529147,-0.8974553248464291,2.038474234324901,-0.10485775579678913,-0.27639566536269694,0.11084893717969539,-0.05641799019251953
